gene,source,term_id,term_name
BRCA1,GO:CC,GO:0000931,gamma-tubulin ring complex
BRCA1,GO:CC,GO:0001673,male germ cell nucleus
BRCA1,GO:CC,GO:0001741,XY body
BRCA1,GO:CC,GO:0005634,nucleus
BRCA1,GO:CC,GO:0005634,nucleus
BRCA1,GO:CC,GO:0005634,nucleus
BRCA1,GO:CC,GO:0005654,nucleoplasm
BRCA1,GO:CC,GO:0005654,nucleoplasm
BRCA1,GO:CC,GO:0005654,nucleoplasm
BRCA1,GO:CC,GO:0005694,chromosome
BRCA1,GO:CC,GO:0005694,chromosome
BRCA1,GO:CC,GO:0005737,cytoplasm
BRCA1,GO:CC,GO:0005737,cytoplasm
BRCA1,GO:CC,GO:0005886,plasma membrane
BRCA1,GO:CC,GO:0016604,nuclear body
BRCA1,GO:CC,GO:0031436,BRCA1-BARD1 complex
BRCA1,GO:CC,GO:0031436,BRCA1-BARD1 complex
BRCA1,GO:CC,GO:0031436,BRCA1-BARD1 complex
BRCA1,GO:CC,GO:0032991,protein-containing complex
BRCA1,GO:CC,GO:0070531,BRCA1-A complex
BRCA1,GO:CC,GO:0070531,BRCA1-A complex
BRCA1,GO:CC,GO:0070531,BRCA1-A complex
BRCA1,GO:CC,GO:0070532,BRCA1-B complex
BRCA1,GO:CC,GO:0070533,BRCA1-C complex
BRCA1,GO:CC,GO:1990391,DNA repair complex
BRCA1,GO:CC,GO:1990904,ribonucleoprotein complex
BRCA1,KEGG,hsa03440,Homologous recombination - Homo sapiens (human)
BRCA1,KEGG,hsa03460,Fanconi anemia pathway - Homo sapiens (human)
BRCA1,KEGG,hsa04120,Ubiquitin mediated proteolysis - Homo sapiens (human)
BRCA1,KEGG,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
BRCA1,KEGG,hsa05206,MicroRNAs in cancer - Homo sapiens (human)
BRCA1,KEGG,hsa05224,Breast cancer - Homo sapiens (human)
EGFR,GO:BP,GO:0000165,MAPK cascade
EGFR,GO:BP,GO:0000902,cell morphogenesis
EGFR,GO:BP,GO:0001503,ossification
EGFR,GO:BP,GO:0001892,embryonic placenta development
EGFR,GO:BP,GO:0001934,positive regulation of protein phosphorylation
EGFR,GO:BP,GO:0001942,hair follicle development
EGFR,GO:BP,GO:0007165,signal transduction
EGFR,GO:BP,GO:0007165,signal transduction
EGFR,GO:BP,GO:0007165,signal transduction
EGFR,GO:BP,GO:0007166,cell surface receptor signaling pathway
EGFR,GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway
EGFR,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0007435,salivary gland morphogenesis
EGFR,GO:BP,GO:0007611,learning or memory
EGFR,GO:BP,GO:0008283,cell population proliferation
EGFR,GO:BP,GO:0008284,positive regulation of cell population proliferation
EGFR,GO:BP,GO:0008284,positive regulation of cell population proliferation
EGFR,GO:BP,GO:0008284,positive regulation of cell population proliferation
EGFR,GO:BP,GO:0008544,epidermis development
EGFR,GO:BP,GO:0021795,cerebral cortex cell migration
EGFR,GO:BP,GO:0030182,neuron differentiation
EGFR,GO:BP,GO:0030307,positive regulation of cell growth
EGFR,GO:BP,GO:0030335,positive regulation of cell migration
EGFR,GO:BP,GO:0033138,positive regulation of peptidyl-serine phosphorylation
EGFR,GO:BP,GO:0038134,ERBB2-EGFR signaling pathway
EGFR,GO:BP,GO:0038134,ERBB2-EGFR signaling pathway
EGFR,GO:BP,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway
EGFR,GO:BP,GO:0042127,regulation of cell population proliferation
EGFR,GO:BP,GO:0042177,negative regulation of protein catabolic process
EGFR,GO:BP,GO:0042327,positive regulation of phosphorylation
EGFR,GO:BP,GO:0043066,negative regulation of apoptotic process
EGFR,GO:BP,GO:0043066,negative regulation of apoptotic process
EGFR,GO:BP,GO:0043410,positive regulation of MAPK cascade
EGFR,GO:BP,GO:0043410,positive regulation of MAPK cascade
EGFR,GO:BP,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction
EGFR,GO:BP,GO:0045739,positive regulation of DNA repair
EGFR,GO:BP,GO:0045740,positive regulation of DNA replication
EGFR,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II
EGFR,GO:BP,GO:0046718,symbiont entry into host cell
EGFR,GO:BP,GO:0048146,positive regulation of fibroblast proliferation
EGFR,GO:BP,GO:0048546,digestive tract morphogenesis
EGFR,GO:BP,GO:0050673,epithelial cell proliferation
EGFR,GO:BP,GO:0050679,positive regulation of epithelial cell proliferation
EGFR,GO:BP,GO:0050679,positive regulation of epithelial cell proliferation
EGFR,GO:BP,GO:0050679,positive regulation of epithelial cell proliferation
EGFR,GO:BP,GO:0050679,positive regulation of epithelial cell proliferation
EGFR,GO:BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation
EGFR,GO:BP,GO:0051205,protein insertion into membrane
EGFR,GO:BP,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
EGFR,GO:BP,GO:0060571,morphogenesis of an epithelial fold
EGFR,GO:BP,GO:0061029,eyelid development in camera-type eye
EGFR,GO:BP,GO:0070141,response to UV-A
EGFR,GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade
EGFR,GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade
EGFR,GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade
EGFR,GO:BP,GO:0071230,cellular response to amino acid stimulus
EGFR,GO:BP,GO:0071363,cellular response to growth factor stimulus
EGFR,GO:BP,GO:0071364,cellular response to epidermal growth factor stimulus
EGFR,GO:BP,GO:0071392,cellular response to estradiol stimulus
EGFR,GO:BP,GO:0090037,positive regulation of protein kinase C signaling
EGFR,GO:BP,GO:0090263,positive regulation of canonical Wnt signaling pathway
EGFR,GO:BP,GO:0098609,cell-cell adhesion
EGFR,GO:BP,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle
EGFR,GO:BP,GO:1902895,positive regulation of miRNA transcription
EGFR,GO:BP,GO:1903078,positive regulation of protein localization to plasma membrane
EGFR,GO:BP,GO:1905208,negative regulation of cardiocyte differentiation
EGFR,GO:MF,GO:0000166,nucleotide binding
EGFR,GO:MF,GO:0001618,virus receptor activity
EGFR,GO:MF,GO:0003682,chromatin binding
EGFR,GO:MF,GO:0003690,double-stranded DNA binding
EGFR,GO:MF,GO:0004672,protein kinase activity
EGFR,GO:MF,GO:0004709,MAP kinase kinase kinase activity
EGFR,GO:MF,GO:0004713,protein tyrosine kinase activity
EGFR,GO:MF,GO:0004713,protein tyrosine kinase activity
EGFR,GO:MF,GO:0004713,protein tyrosine kinase activity
EGFR,GO:MF,GO:0004713,protein tyrosine kinase activity
EGFR,GO:MF,GO:0004714,transmembrane receptor protein tyrosine kinase activity
EGFR,GO:MF,GO:0004714,transmembrane receptor protein tyrosine kinase activity
EGFR,GO:MF,GO:0004714,transmembrane receptor protein tyrosine kinase activity
EGFR,GO:MF,GO:0004888,transmembrane signaling receptor activity
EGFR,GO:MF,GO:0005006,epidermal growth factor receptor activity
EGFR,GO:MF,GO:0005006,epidermal growth factor receptor activity
EGFR,GO:MF,GO:0005006,epidermal growth factor receptor activity
EGFR,GO:MF,GO:0005006,epidermal growth factor receptor activity
EGFR,GO:MF,GO:0005006,epidermal growth factor receptor activity
EGFR,GO:MF,GO:0005515,protein binding
EGFR,GO:MF,GO:0005524,ATP binding
EGFR,GO:MF,GO:0016301,kinase activity
EGFR,GO:MF,GO:0016740,transferase activity
EGFR,GO:MF,GO:0019899,enzyme binding
EGFR,GO:MF,GO:0019900,kinase binding
EGFR,GO:MF,GO:0019903,protein phosphatase binding
EGFR,GO:MF,GO:0030296,protein tyrosine kinase activator activity
EGFR,GO:MF,GO:0031625,ubiquitin protein ligase binding
EGFR,GO:MF,GO:0042802,identical protein binding
EGFR,GO:MF,GO:0045296,cadherin binding
EGFR,GO:MF,GO:0048408,epidermal growth factor binding
EGFR,GO:MF,GO:0048408,epidermal growth factor binding
EGFR,GO:MF,GO:0051015,actin filament binding
EGFR,GO:MF,GO:0051117,ATPase binding
EGFR,GO:CC,GO:0000139,Golgi membrane
EGFR,GO:CC,GO:0005576,extracellular region
EGFR,GO:CC,GO:0005615,extracellular space
EGFR,GO:CC,GO:0005634,nucleus
EGFR,GO:CC,GO:0005634,nucleus
EGFR,GO:CC,GO:0005737,cytoplasm
EGFR,GO:CC,GO:0005768,endosome
EGFR,GO:CC,GO:0005768,endosome
EGFR,GO:CC,GO:0005768,endosome
EGFR,GO:CC,GO:0005783,endoplasmic reticulum
EGFR,GO:CC,GO:0005789,endoplasmic reticulum membrane
EGFR,GO:CC,GO:0005794,Golgi apparatus
EGFR,GO:CC,GO:0005794,Golgi apparatus
EGFR,GO:CC,GO:0005829,cytosol
EGFR,GO:CC,GO:0005886,plasma membrane
EGFR,GO:CC,GO:0005886,plasma membrane
EGFR,GO:CC,GO:0005886,plasma membrane
EGFR,GO:CC,GO:0005886,plasma membrane
EGFR,GO:CC,GO:0005886,plasma membrane
EGFR,GO:CC,GO:0005925,focal adhesion
EGFR,GO:CC,GO:0005929,cilium
EGFR,GO:CC,GO:0009925,basal plasma membrane
EGFR,GO:CC,GO:0009986,cell surface
EGFR,GO:CC,GO:0009986,cell surface
EGFR,GO:CC,GO:0010008,endosome membrane
EGFR,GO:CC,GO:0010008,endosome membrane
EGFR,GO:CC,GO:0010008,endosome membrane
EGFR,GO:CC,GO:0016020,membrane
EGFR,GO:CC,GO:0016020,membrane
EGFR,GO:CC,GO:0016323,basolateral plasma membrane
EGFR,GO:CC,GO:0016323,basolateral plasma membrane
EGFR,GO:CC,GO:0030054,cell junction
EGFR,GO:CC,GO:0030139,endocytic vesicle
EGFR,GO:CC,GO:0030669,clathrin-coated endocytic vesicle membrane
EGFR,GO:CC,GO:0031901,early endosome membrane
EGFR,GO:CC,GO:0031965,nuclear membrane
EGFR,GO:CC,GO:0032587,ruffle membrane
EGFR,GO:CC,GO:0032991,protein-containing complex
EGFR,GO:CC,GO:0036064,ciliary basal body
EGFR,GO:CC,GO:0043235,receptor complex
EGFR,GO:CC,GO:0043235,receptor complex
EGFR,GO:CC,GO:0043235,receptor complex
EGFR,GO:CC,GO:0045121,membrane raft
EGFR,GO:CC,GO:0045121,membrane raft
EGFR,GO:CC,GO:0048471,perinuclear region of cytoplasm
EGFR,GO:CC,GO:0048471,perinuclear region of cytoplasm
EGFR,GO:CC,GO:0070435,Shc-EGFR complex
EGFR,GO:CC,GO:0097489,"multivesicular body, internal vesicle lumen"
EGFR,GO:CC,GO:0097708,intracellular vesicle
EGFR,KEGG,hsa04010,MAPK signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04012,ErbB signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04014,Ras signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04015,Rap1 signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04020,Calcium signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04068,FoxO signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04072,Phospholipase D signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04144,Endocytosis - Homo sapiens (human)
EGFR,KEGG,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04510,Focal adhesion - Homo sapiens (human)
EGFR,KEGG,hsa04520,Adherens junction - Homo sapiens (human)
EGFR,KEGG,hsa04540,Gap junction - Homo sapiens (human)
EGFR,KEGG,hsa04630,JAK-STAT signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
EGFR,KEGG,hsa04912,GnRH signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04926,Relaxin signaling pathway - Homo sapiens (human)
EGFR,KEGG,hsa04928,"Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)"
EGFR,KEGG,hsa04934,Cushing syndrome - Homo sapiens (human)
EGFR,KEGG,hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)
EGFR,KEGG,hsa05131,Shigellosis - Homo sapiens (human)
EGFR,KEGG,hsa05160,Hepatitis C - Homo sapiens (human)
EGFR,KEGG,hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
EGFR,KEGG,hsa05165,Human papillomavirus infection - Homo sapiens (human)
EGFR,KEGG,hsa05171,Coronavirus disease - COVID-19 - Homo sapiens (human)
EGFR,KEGG,hsa05200,Pathways in cancer - Homo sapiens (human)
EGFR,KEGG,hsa05205,Proteoglycans in cancer - Homo sapiens (human)
EGFR,KEGG,hsa05206,MicroRNAs in cancer - Homo sapiens (human)
EGFR,KEGG,hsa05210,Colorectal cancer - Homo sapiens (human)
EGFR,KEGG,hsa05212,Pancreatic cancer - Homo sapiens (human)
EGFR,KEGG,hsa05213,Endometrial cancer - Homo sapiens (human)
EGFR,KEGG,hsa05214,Glioma - Homo sapiens (human)
EGFR,KEGG,hsa05215,Prostate cancer - Homo sapiens (human)
EGFR,KEGG,hsa05218,Melanoma - Homo sapiens (human)
EGFR,KEGG,hsa05219,Bladder cancer - Homo sapiens (human)
EGFR,KEGG,hsa05223,Non-small cell lung cancer - Homo sapiens (human)
EGFR,KEGG,hsa05224,Breast cancer - Homo sapiens (human)
EGFR,KEGG,hsa05225,Hepatocellular carcinoma - Homo sapiens (human)
EGFR,KEGG,hsa05226,Gastric cancer - Homo sapiens (human)
EGFR,KEGG,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
EGFR,KEGG,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
EGFR,KEGG,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
MYC,GO:BP,GO:0000082,G1/S transition of mitotic cell cycle
MYC,GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0000165,MAPK cascade
MYC,GO:BP,GO:0001658,branching involved in ureteric bud morphogenesis
MYC,GO:BP,GO:0001658,branching involved in ureteric bud morphogenesis
MYC,GO:BP,GO:0001783,B cell apoptotic process
MYC,GO:BP,GO:0001866,NK T cell proliferation
MYC,GO:BP,GO:0002053,positive regulation of mesenchymal cell proliferation
MYC,GO:BP,GO:0002053,positive regulation of mesenchymal cell proliferation
MYC,GO:BP,GO:0002904,positive regulation of B cell apoptotic process
MYC,GO:BP,GO:0006338,chromatin remodeling
MYC,GO:BP,GO:0006355,regulation of DNA-templated transcription
MYC,GO:BP,GO:0006357,regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0006366,transcription by RNA polymerase II
MYC,GO:BP,GO:0006879,intracellular iron ion homeostasis
MYC,GO:BP,GO:0006974,DNA damage response
MYC,GO:BP,GO:0006974,DNA damage response
MYC,GO:BP,GO:0008283,cell population proliferation
MYC,GO:BP,GO:0008284,positive regulation of cell population proliferation
MYC,GO:BP,GO:0008284,positive regulation of cell population proliferation
MYC,GO:BP,GO:0008284,positive regulation of cell population proliferation
MYC,GO:BP,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
MYC,GO:BP,GO:0009314,response to radiation
MYC,GO:BP,GO:0009410,response to xenobiotic stimulus
MYC,GO:BP,GO:0010468,regulation of gene expression
MYC,GO:BP,GO:0010468,regulation of gene expression
MYC,GO:BP,GO:0010564,regulation of cell cycle process
MYC,GO:BP,GO:0010628,positive regulation of gene expression
MYC,GO:BP,GO:0010628,positive regulation of gene expression
MYC,GO:BP,GO:0014902,myotube differentiation
MYC,GO:BP,GO:0016055,Wnt signaling pathway
MYC,GO:BP,GO:0016072,rRNA metabolic process
MYC,GO:BP,GO:0016485,protein processing
MYC,GO:BP,GO:0032204,regulation of telomere maintenance
MYC,GO:BP,GO:0032206,positive regulation of telomere maintenance
MYC,GO:BP,GO:0032206,positive regulation of telomere maintenance
MYC,GO:BP,GO:0032873,negative regulation of stress-activated MAPK cascade
MYC,GO:BP,GO:0032986,protein-DNA complex disassembly
MYC,GO:BP,GO:0034644,cellular response to UV
MYC,GO:BP,GO:0035457,cellular response to interferon-alpha
MYC,GO:BP,GO:0035914,skeletal muscle cell differentiation
MYC,GO:BP,GO:0042474,middle ear morphogenesis
MYC,GO:BP,GO:0042981,regulation of apoptotic process
MYC,GO:BP,GO:0043066,negative regulation of apoptotic process
MYC,GO:BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
MYC,GO:BP,GO:0043279,response to alkaloid
MYC,GO:BP,GO:0043473,pigmentation
MYC,GO:BP,GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation
MYC,GO:BP,GO:0044346,fibroblast apoptotic process
MYC,GO:BP,GO:0045656,negative regulation of monocyte differentiation
MYC,GO:BP,GO:0045893,positive regulation of DNA-templated transcription
MYC,GO:BP,GO:0045893,positive regulation of DNA-templated transcription
MYC,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II
MYC,GO:BP,GO:0048146,positive regulation of fibroblast proliferation
MYC,GO:BP,GO:0048146,positive regulation of fibroblast proliferation
MYC,GO:BP,GO:0048147,negative regulation of fibroblast proliferation
MYC,GO:BP,GO:0048705,skeletal system morphogenesis
MYC,GO:BP,GO:0050679,positive regulation of epithelial cell proliferation
MYC,GO:BP,GO:0050910,detection of mechanical stimulus involved in sensory perception of sound
MYC,GO:BP,GO:0051276,chromosome organization
MYC,GO:BP,GO:0051782,negative regulation of cell division
MYC,GO:BP,GO:0060261,positive regulation of transcription initiation by RNA polymerase II
MYC,GO:BP,GO:0060633,negative regulation of transcription initiation by RNA polymerase II
MYC,GO:BP,GO:0070371,ERK1 and ERK2 cascade
MYC,GO:BP,GO:0070848,response to growth factor
MYC,GO:BP,GO:0071456,cellular response to hypoxia
MYC,GO:BP,GO:0071466,cellular response to xenobiotic stimulus
MYC,GO:BP,GO:0090096,positive regulation of metanephric cap mesenchymal cell proliferation
MYC,GO:BP,GO:0090096,positive regulation of metanephric cap mesenchymal cell proliferation
MYC,GO:BP,GO:1902255,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator
MYC,GO:BP,GO:1902895,positive regulation of miRNA transcription
MYC,GO:BP,GO:1904672,regulation of somatic stem cell population maintenance
MYC,GO:BP,GO:1904672,regulation of somatic stem cell population maintenance
MYC,GO:BP,GO:1904699,positive regulation of acinar cell proliferation
MYC,GO:BP,GO:1990863,acinar cell proliferation
MYC,GO:BP,GO:2001235,positive regulation of apoptotic signaling pathway
MYC,GO:MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding
MYC,GO:MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding
MYC,GO:MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding
MYC,GO:MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding
MYC,GO:MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MYC,GO:MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MYC,GO:MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MYC,GO:MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MYC,GO:MF,GO:0000987,cis-regulatory region sequence-specific DNA binding
MYC,GO:MF,GO:0001046,core promoter sequence-specific DNA binding
MYC,GO:MF,GO:0001221,transcription coregulator binding
MYC,GO:MF,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
MYC,GO:MF,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
MYC,GO:MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific"
MYC,GO:MF,GO:0003677,DNA binding
MYC,GO:MF,GO:0003677,DNA binding
MYC,GO:MF,GO:0003677,DNA binding
MYC,GO:MF,GO:0003700,DNA-binding transcription factor activity
MYC,GO:MF,GO:0005515,protein binding
MYC,GO:MF,GO:0031625,ubiquitin protein ligase binding
MYC,GO:MF,GO:0042802,identical protein binding
MYC,GO:MF,GO:0044877,protein-containing complex binding
MYC,GO:MF,GO:0046983,protein dimerization activity
MYC,GO:MF,GO:0070888,E-box binding
MYC,GO:MF,GO:0140297,DNA-binding transcription factor binding
MYC,GO:MF,GO:1905761,SCF ubiquitin ligase complex binding
MYC,GO:CC,GO:0000785,chromatin
MYC,GO:CC,GO:0000785,chromatin
MYC,GO:CC,GO:0000785,chromatin
MYC,GO:CC,GO:0000791,euchromatin
MYC,GO:CC,GO:0005634,nucleus
MYC,GO:CC,GO:0005634,nucleus
MYC,GO:CC,GO:0005634,nucleus
MYC,GO:CC,GO:0005634,nucleus
MYC,GO:CC,GO:0005654,nucleoplasm
MYC,GO:CC,GO:0005654,nucleoplasm
MYC,GO:CC,GO:0005654,nucleoplasm
MYC,GO:CC,GO:0005694,chromosome
MYC,GO:CC,GO:0005730,nucleolus
MYC,GO:CC,GO:0005730,nucleolus
MYC,GO:CC,GO:0005737,cytoplasm
MYC,GO:CC,GO:0005819,spindle
MYC,GO:CC,GO:0016604,nuclear body
MYC,GO:CC,GO:0030424,axon
MYC,GO:CC,GO:0032991,protein-containing complex
MYC,GO:CC,GO:0048471,perinuclear region of cytoplasm
MYC,GO:CC,GO:0071943,Myc-Max complex
MYC,GO:CC,GO:0071943,Myc-Max complex
MYC,GO:CC,GO:0090571,RNA polymerase II transcription repressor complex
MYC,KEGG,hsa04010,MAPK signaling pathway - Homo sapiens (human)
MYC,KEGG,hsa04012,ErbB signaling pathway - Homo sapiens (human)
MYC,KEGG,hsa04110,Cell cycle - Homo sapiens (human)
MYC,KEGG,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
MYC,KEGG,hsa04218,Cellular senescence - Homo sapiens (human)
MYC,KEGG,hsa04310,Wnt signaling pathway - Homo sapiens (human)
MYC,KEGG,hsa04350,TGF-beta signaling pathway - Homo sapiens (human)
MYC,KEGG,hsa04390,Hippo signaling pathway - Homo sapiens (human)
MYC,KEGG,hsa04550,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)
MYC,KEGG,hsa04630,JAK-STAT signaling pathway - Homo sapiens (human)
MYC,KEGG,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
MYC,KEGG,hsa05132,Salmonella infection - Homo sapiens (human)
MYC,KEGG,hsa05160,Hepatitis C - Homo sapiens (human)
MYC,KEGG,hsa05161,Hepatitis B - Homo sapiens (human)
MYC,KEGG,hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
MYC,KEGG,hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
MYC,KEGG,hsa05167,Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)
MYC,KEGG,hsa05169,Epstein-Barr virus infection - Homo sapiens (human)
MYC,KEGG,hsa05200,Pathways in cancer - Homo sapiens (human)
MYC,KEGG,hsa05202,Transcriptional misregulation in cancer - Homo sapiens (human)
MYC,KEGG,hsa05205,Proteoglycans in cancer - Homo sapiens (human)
MYC,KEGG,hsa05206,MicroRNAs in cancer - Homo sapiens (human)
MYC,KEGG,hsa05210,Colorectal cancer - Homo sapiens (human)
MYC,KEGG,hsa05213,Endometrial cancer - Homo sapiens (human)
MYC,KEGG,hsa05216,Thyroid cancer - Homo sapiens (human)
MYC,KEGG,hsa05219,Bladder cancer - Homo sapiens (human)
MYC,KEGG,hsa05220,Chronic myeloid leukemia - Homo sapiens (human)
MYC,KEGG,hsa05221,Acute myeloid leukemia - Homo sapiens (human)
MYC,KEGG,hsa05222,Small cell lung cancer - Homo sapiens (human)
MYC,KEGG,hsa05224,Breast cancer - Homo sapiens (human)
MYC,KEGG,hsa05225,Hepatocellular carcinoma - Homo sapiens (human)
MYC,KEGG,hsa05226,Gastric cancer - Homo sapiens (human)
MYC,KEGG,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
MYC,REAC,R-HSA-1266738,Developmental Biology
MYC,REAC,R-HSA-1280215,Cytokine Signaling in Immune system
MYC,REAC,R-HSA-1280218,Adaptive Immune System
MYC,REAC,R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex
MYC,REAC,R-HSA-1500931,Cell-Cell communication
MYC,REAC,R-HSA-1538133,G0 and Early G1
MYC,REAC,R-HSA-157118,Signaling by NOTCH
MYC,REAC,R-HSA-162582,Signal Transduction
MYC,REAC,R-HSA-1640170,Cell Cycle
MYC,REAC,R-HSA-1643685,Disease
MYC,REAC,R-HSA-168256,Immune System
MYC,REAC,R-HSA-170834,Signaling by TGF-beta Receptor Complex
MYC,REAC,R-HSA-195721,Signaling by WNT
MYC,REAC,R-HSA-1980143,Signaling by NOTCH1
MYC,REAC,R-HSA-201556,Signaling by ALK
MYC,REAC,R-HSA-201681,TCF dependent signaling in response to WNT
MYC,REAC,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex
MYC,REAC,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
MYC,REAC,R-HSA-212436,Generic Transcription Pathway
MYC,REAC,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
MYC,REAC,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
MYC,REAC,R-HSA-2262752,Cellular responses to stress
MYC,REAC,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer
MYC,REAC,R-HSA-2644603,Signaling by NOTCH1 in Cancer
MYC,REAC,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
MYC,REAC,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
MYC,REAC,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
MYC,REAC,R-HSA-388841,Regulation of T cell activation by CD28 family
MYC,REAC,R-HSA-389948,Co-inhibition by PD-1
MYC,REAC,R-HSA-392499,Metabolism of proteins
MYC,REAC,R-HSA-418990,Adherens junctions interactions
MYC,REAC,R-HSA-421270,Cell-cell junction organization
MYC,REAC,R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters
MYC,REAC,R-HSA-446728,Cell junction organization
MYC,REAC,R-HSA-449147,Signaling by Interleukins
MYC,REAC,R-HSA-453279,Mitotic G1 phase and G1/S transition
MYC,REAC,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers
MYC,REAC,R-HSA-5683057,MAPK family signaling cascades
MYC,REAC,R-HSA-5687128,MAPK6/MAPK4 signaling
MYC,REAC,R-HSA-5688426,Deubiquitination
MYC,REAC,R-HSA-5689880,Ub-specific processing proteases
MYC,REAC,R-HSA-597592,Post-translational protein modification
